06,00,0.174,-119.96723
06,02,0.174,-119.96723
06,04,0.174,-119.96723
06,06,0.174,-119.96723
06,08,0.157033,-119.921456
06,10,0.125398,-119.883464
06,12,0.125398,-119.883464
06,14,0.125398,-119.883464
06,16,0.125398,-119.883464
06,18,0.152946,-119.952187
06,20,0.152946,-119.952187
06,22,0.173888,-119.967195
07,00,0.173888,-119.967195
07,02,0.173888,-119.967195
07,04,0.173888,-119.967195
07,06,0.173888,-119.967195
07,08,0.125398,-119.883466
07,10,0.125398,-119.883466
07,12,0.125398,-119.883466
07,14,0.125398,-119.883466
07,16,0.125398,-119.883466
07,18,0.173895,-119.967194
07,20,0.173895,-119.967194
07,22,0.173895,-119.967194
08,00,0.173895,-119.967194
08,02,0.173895,-119.967194
08,04,0.173895,-119.967194
08,06,0.173895,-119.967194
08,08,0.125339,-119.883558
08,12,0.12354,-119.96897
08,14,0.12354,-119.96897
08,16,0.12354,-119.96897
08,18,0.12354,-119.96897
08,20,0.12354,-119.96897
08,22,0.153321,-119.96027
09,00,0.173902,-119.967196
09,02,0.173902,-119.967196
09,04,0.173902,-119.967196
09,06,0.173902,-119.967196
09,08,0.173902,-119.967196
09,22,0.173946,-119.967092
10,00,0.173946,-119.967092
10,02,0.173946,-119.967092
10,04,0.173946,-119.967092
10,06,0.173946,-119.967092
10,08,0.166587,-119.96984
10,20,0.174064,-119.967096
10,22,0.174064,-119.967096
