06,00,0.21982,-119.87066
06,02,0.21982,-119.87066
06,04,0.21982,-119.87066
06,06,0.21982,-119.87066
06,08,0.21982,-119.87066
06,12,0.147435,-119.84489
06,14,0.127697,-119.845687
06,18,0.219694,-119.870624
06,20,0.219694,-119.870624
07,00,0.219694,-119.870624
07,02,0.219694,-119.870624
07,06,0.219694,-119.870624
07,08,0.219694,-119.870624
07,12,0.147416,-119.844884
07,14,0.13267,-119.86225
07,16,0.166346,-119.86225
07,18,0.219688,-119.870709
07,20,0.137706,-119.862356
07,22,0.219689,-119.870721
08,04,0.219689,-119.870721
08,06,0.219689,-119.870721
08,08,0.219689,-119.870721
08,10,0.191413,-119.854398
08,14,0.21025,-119.81498
08,16,0.21025,-119.81498
09,02,0.173763,-119.810484
09,06,0.173763,-119.810484
10,02,0.136041,-119.911149
10,04,0.136041,-119.911149
10,06,0.136041,-119.911149
10,08,0.199472,-119.829009
10,22,0.191978,-119.854985
