Timestamp,Long,Lat,Value,Region-id
2020-04-06 00:00:00,-119.87066,0.21982,0,3
2020-04-06 00:00:05,-119.87066,0.21982,5,3
2020-04-06 00:00:10,-119.87066,0.21982,15,3
2020-04-06 00:00:15,-119.87066,0.21982,14,3
2020-04-06 00:00:20,-119.87066,0.21982,9,3
2020-04-06 00:00:25,-119.87066,0.21982,8,3
2020-04-06 00:00:40,-119.87066,0.21982,11,3
2020-04-06 00:00:45,-119.87066,0.21982,8,3
2020-04-06 00:00:50,-119.87066,0.21982,8,3
2020-04-06 00:00:55,-119.87066,0.21982,14,3
2020-04-06 00:01:00,-119.87066,0.21982,10,3
2020-04-06 00:01:05,-119.87066,0.21982,8,3
2020-04-06 00:01:10,-119.87066,0.21982,9,3
2020-04-06 00:01:15,-119.87066,0.21982,16,3
2020-04-06 00:01:30,-119.87066,0.21982,10,3
2020-04-06 00:01:35,-119.87066,0.21982,10,3
2020-04-06 00:01:40,-119.87066,0.21982,5,3
2020-04-06 00:01:45,-119.87066,0.21982,7,3
2020-04-06 00:01:50,-119.87066,0.21982,11,3
2020-04-06 00:01:55,-119.87066,0.21982,8,3
2020-04-06 00:02:00,-119.87066,0.21982,14,3
2020-04-06 00:02:05,-119.87066,0.21982,8,3
2020-04-06 00:02:10,-119.87066,0.21982,16,3
2020-04-06 00:02:15,-119.87066,0.21982,9,3
2020-04-06 00:02:35,-119.87066,0.21982,8,3
2020-04-06 00:02:40,-119.87066,0.21982,9,3
2020-04-06 00:02:45,-119.87066,0.21982,9,3
2020-04-06 00:02:55,-119.87066,0.21982,11,3
2020-04-06 00:03:00,-119.87066,0.21982,16,3
2020-04-06 00:03:05,-119.87066,0.21982,11,3
2020-04-06 00:03:10,-119.87066,0.21982,8,3
2020-04-06 00:03:15,-119.87066,0.21982,8,3
2020-04-06 00:03:20,-119.87066,0.21982,10,3
2020-04-06 00:03:25,-119.87066,0.21982,10,3
2020-04-06 00:03:30,-119.87066,0.21982,10,3
2020-04-06 00:03:35,-119.87066,0.21982,11,3
2020-04-06 00:03:40,-119.87066,0.21982,5,3
2020-04-06 00:03:45,-119.87066,0.21982,12,3
2020-04-06 00:03:55,-119.87066,0.21982,13,3
2020-04-06 00:04:00,-119.87066,0.21982,12,3
2020-04-06 00:04:10,-119.87066,0.21982,10,3
2020-04-06 00:04:30,-119.87066,0.21982,8,3
2020-04-06 00:04:35,-119.87066,0.21982,10,3
2020-04-06 00:04:40,-119.87066,0.21982,12,3
2020-04-06 00:04:55,-119.87066,0.21982,18,3
2020-04-06 00:05:00,-119.87066,0.21982,6,3
2020-04-06 00:05:05,-119.87066,0.21982,9,3
2020-04-06 00:05:15,-119.87066,0.21982,10,3
2020-04-06 00:05:20,-119.87066,0.21982,6,3
2020-04-06 00:05:25,-119.87066,0.21982,7,3
2020-04-06 00:05:30,-119.87066,0.21982,8,3
2020-04-06 00:05:35,-119.87066,0.21982,12,3
2020-04-06 00:05:40,-119.87066,0.21982,11,3
2020-04-06 00:05:50,-119.87066,0.21982,12,3
2020-04-06 00:05:55,-119.87066,0.21982,12,3
2020-04-06 00:06:00,-119.87066,0.21982,10,3
2020-04-06 00:06:10,-119.87066,0.21982,12,3
2020-04-06 00:06:15,-119.87066,0.21982,8,3
2020-04-06 00:06:25,-119.87066,0.21982,9,3
2020-04-06 00:06:30,-119.87066,0.21982,8,3
2020-04-06 00:06:45,-119.87066,0.21982,11,3
2020-04-06 00:06:50,-119.87066,0.21982,10,3
2020-04-06 00:06:55,-119.87066,0.21982,13,3
2020-04-06 00:07:00,-119.87066,0.21982,8,3
2020-04-06 00:07:05,-119.87066,0.21982,10,3
2020-04-06 00:07:15,-119.87066,0.21982,3,3
2020-04-06 00:07:20,-119.87066,0.21982,11,3
2020-04-06 00:07:25,-119.87066,0.21982,11,3
2020-04-06 00:07:30,-119.87066,0.21982,12,3
2020-04-06 00:07:35,-119.87066,0.21982,11,3
2020-04-06 00:07:40,-119.87066,0.21982,6,3
2020-04-06 00:07:45,-119.87066,0.21982,9,3
2020-04-06 00:07:50,-119.87066,0.21982,6,3
2020-04-06 00:07:55,-119.87066,0.21982,9,3
2020-04-06 00:08:00,-119.87066,0.21982,6,3
2020-04-06 00:08:05,-119.87066,0.21982,9,3
2020-04-06 00:08:10,-119.87066,0.21982,6,3
2020-04-06 00:08:20,-119.87066,0.21982,11,3
2020-04-06 00:08:25,-119.87066,0.21982,12,3
2020-04-06 00:08:30,-119.87066,0.21982,8,3
2020-04-06 00:08:35,-119.87066,0.21982,8,3
2020-04-06 00:08:40,-119.87066,0.21982,13,3
2020-04-06 00:08:50,-119.87066,0.21982,8,3
2020-04-06 00:08:55,-119.87066,0.21982,10,3
2020-04-06 00:09:00,-119.87066,0.21982,5,3
2020-04-06 00:09:05,-119.87066,0.21982,12,3
2020-04-06 00:09:10,-119.87066,0.21982,12,3
2020-04-06 00:09:15,-119.87066,0.21982,10,3
2020-04-06 00:09:20,-119.87066,0.21982,6,3
2020-04-06 00:09:25,-119.87066,0.21982,7,3
2020-04-06 00:09:40,-119.87066,0.21982,12,3
2020-04-06 00:09:45,-119.87066,0.21982,6,3
2020-04-06 00:09:50,-119.87066,0.21982,12,3
2020-04-06 00:10:10,-119.87066,0.21982,10,3
2020-04-06 00:10:15,-119.87066,0.21982,8,3
2020-04-06 00:10:25,-119.87066,0.21982,13,3
2020-04-06 00:10:30,-119.87066,0.21982,8,3
2020-04-06 00:10:35,-119.87066,0.21982,10,3
2020-04-06 00:10:40,-119.87066,0.21982,13,3
2020-04-06 00:10:45,-119.87066,0.21982,10,3
2020-04-06 00:10:50,-119.87066,0.21982,14,3
2020-04-06 00:10:55,-119.87066,0.21982,9,3
