06,00,0.08294,-119.73233
06,02,0.08294,-119.73233
06,04,0.08294,-119.73233
06,06,0.08294,-119.73233
06,08,0.08294,-119.73233
06,10,0.08294,-119.73233
06,12,0.08294,-119.73233
06,14,0.112041,-119.87183
06,16,0.112041,-119.87183
06,18,0.112041,-119.87183
06,20,0.112041,-119.87183
06,22,0.112041,-119.87183
07,00,0.112041,-119.87183
07,02,0.112041,-119.87183
07,04,0.112041,-119.87183
07,06,0.112041,-119.87183
07,08,0.112024,-119.87182
07,10,0.112024,-119.87182
07,12,0.112024,-119.87182
07,14,0.112024,-119.87182
07,16,0.112024,-119.87182
07,18,0.112024,-119.87182
07,20,0.137624,-119.862293
07,22,0.083023,-119.732351
08,00,0.083023,-119.732351
08,02,0.083023,-119.732351
08,04,0.083023,-119.732351
08,06,0.083023,-119.732351
08,08,0.111907,-119.871727
08,10,0.111907,-119.871727
08,12,0.111907,-119.871727
08,14,0.111907,-119.871727
08,16,0.111907,-119.871727
08,18,0.111907,-119.871727
08,20,0.111907,-119.871727
08,22,0.111907,-119.871727
09,00,0.111907,-119.871727
09,02,0.111907,-119.871727
09,04,0.111907,-119.871727
09,06,0.111907,-119.871727
09,08,0.111907,-119.871727
09,10,0.111907,-119.871727
09,12,0.13601,-119.8734
09,14,0.140816,-119.84456
09,16,0.11194,-119.871949
09,18,0.11194,-119.871949
09,22,0.11194,-119.871949
10,00,0.11194,-119.871949
10,02,0.11194,-119.871949
10,04,0.11194,-119.871949
10,08,0.111835,-119.871841
10,10,0.111835,-119.871841
10,14,0.111835,-119.871841
10,16,0.111835,-119.871841
10,18,0.111835,-119.871841
10,20,0.111835,-119.871841
10,22,0.111835,-119.871841
