06,00,0.16617,-119.89038
06,02,0.16617,-119.89038
06,04,0.16617,-119.89038
06,06,0.16617,-119.89038
06,08,0.122175,-119.844589
06,10,0.122175,-119.844589
06,12,0.142581,-119.84485
06,14,0.181999,-119.827215
06,16,0.181999,-119.827215
06,18,0.166221,-119.890258
06,20,0.166221,-119.890258
06,22,0.166221,-119.890258
07,00,0.166221,-119.890258
07,02,0.166221,-119.890258
07,04,0.166221,-119.890258
07,06,0.166221,-119.890258
07,08,0.16256,-119.95911
07,10,0.16256,-119.95911
07,12,0.16008,-119.907872
07,14,0.181976,-119.827204
07,16,0.17612,-119.97303
07,18,0.166262,-119.890405
07,20,0.166262,-119.890405
07,22,0.166262,-119.890405
08,00,0.166262,-119.890405
08,02,0.166262,-119.890405
08,04,0.166262,-119.890405
08,06,0.166262,-119.890405
08,08,0.159546,-119.805822
08,14,0.12309,-119.813774
08,16,0.12309,-119.813774
08,18,0.166068,-119.890341
08,20,0.166068,-119.890341
08,22,0.166068,-119.890341
09,00,0.166068,-119.890341
09,02,0.166068,-119.890341
09,04,0.166068,-119.890341
09,06,0.166068,-119.890341
09,08,0.125648,-119.918776
09,10,0.125648,-119.918776
09,12,0.125648,-119.918776
09,14,0.125648,-119.918776
09,16,0.103273,-119.916606
09,18,0.129866,-119.855431
09,20,0.129866,-119.855431
09,22,0.129866,-119.855431
10,00,0.166119,-119.890249
10,02,0.166119,-119.890249
10,04,0.166119,-119.890249
10,06,0.166119,-119.890249
10,08,0.130639,-119.941365
10,10,0.105954,-119.79236
10,12,0.13514,-119.824391
10,14,0.13514,-119.824391
10,18,0.142257,-119.890341
10,20,0.142257,-119.890341
10,22,0.142257,-119.890341
