Timestamp,Long,Lat,Value,Region-id
2020-04-06 00:00:00,-119.82571,0.19807,0,3
2020-04-06 00:00:10,-119.82571,0.19807,12,3
2020-04-06 00:00:15,-119.82571,0.19807,14,3
2020-04-06 00:00:25,-119.82571,0.19807,13,3
2020-04-06 00:00:30,-119.82571,0.19807,12,3
2020-04-06 00:00:35,-119.82571,0.19807,10,3
2020-04-06 00:00:40,-119.82571,0.19807,11,3
2020-04-06 00:00:45,-119.82571,0.19807,10,3
2020-04-06 00:00:50,-119.82571,0.19807,8,3
2020-04-06 00:00:55,-119.82571,0.19807,9,3
2020-04-06 00:01:00,-119.82571,0.19807,10,3
2020-04-06 00:01:05,-119.82571,0.19807,8,3
2020-04-06 00:01:10,-119.82571,0.19807,8,3
2020-04-06 00:01:15,-119.82571,0.19807,8,3
2020-04-06 00:01:20,-119.82571,0.19807,11,3
2020-04-06 00:01:25,-119.82571,0.19807,9,3
2020-04-06 00:01:30,-119.82571,0.19807,10,3
2020-04-06 00:01:35,-119.82571,0.19807,9,3
2020-04-06 00:01:40,-119.82571,0.19807,10,3
2020-04-06 00:01:55,-119.82571,0.19807,11,3
2020-04-06 00:02:00,-119.82571,0.19807,9,3
2020-04-06 00:02:05,-119.82571,0.19807,10,3
2020-04-06 00:02:10,-119.82571,0.19807,11,3
2020-04-06 00:02:15,-119.82571,0.19807,13,3
2020-04-06 00:02:20,-119.82571,0.19807,11,3
2020-04-06 00:02:35,-119.82571,0.19807,14,3
2020-04-06 00:02:40,-119.82571,0.19807,12,3
2020-04-06 00:02:45,-119.82571,0.19807,10,3
2020-04-06 00:02:50,-119.82571,0.19807,11,3
2020-04-06 00:02:55,-119.82571,0.19807,10,3
2020-04-06 00:03:00,-119.82571,0.19807,12,3
2020-04-06 00:03:05,-119.82571,0.19807,10,3
2020-04-06 00:03:10,-119.82571,0.19807,10,3
2020-04-06 00:03:15,-119.82571,0.19807,8,3
2020-04-06 00:03:20,-119.82571,0.19807,7,3
2020-04-06 00:03:25,-119.82571,0.19807,6,3
2020-04-06 00:03:30,-119.82571,0.19807,8,3
2020-04-06 00:03:35,-119.82571,0.19807,8,3
2020-04-06 00:03:50,-119.82571,0.19807,8,3
2020-04-06 00:03:55,-119.82571,0.19807,8,3
2020-04-06 00:04:00,-119.82571,0.19807,6,3
2020-04-06 00:04:10,-119.82571,0.19807,7,3
2020-04-06 00:04:15,-119.82571,0.19807,10,3
2020-04-06 00:04:20,-119.82571,0.19807,11,3
2020-04-06 00:04:25,-119.82571,0.19807,12,3
2020-04-06 00:04:35,-119.82571,0.19807,12,3
2020-04-06 00:04:40,-119.82571,0.19807,12,3
2020-04-06 00:04:45,-119.82571,0.19807,10,3
2020-04-06 00:04:50,-119.82571,0.19807,8,3
2020-04-06 00:04:55,-119.82571,0.19807,7,3
2020-04-06 00:05:00,-119.82571,0.19807,8,3
