06,00,0.04205,-119.76075
06,02,0.04205,-119.76075
06,04,0.04205,-119.76075
06,06,0.04205,-119.76075
06,08,0.04205,-119.76075
06,10,0.04205,-119.76075
06,12,0.136764,-119.792904
06,14,0.132065,-119.80686
06,16,0.06264,-119.78234
06,18,0.042003,-119.760878
06,20,0.042003,-119.760878
06,22,0.042003,-119.760878
07,00,0.042003,-119.760878
07,02,0.042003,-119.760878
07,04,0.042003,-119.760878
07,06,0.042003,-119.760878
07,08,0.042003,-119.760878
07,10,0.042003,-119.760878
07,12,0.13685,-119.79283
07,14,0.133224,-119.79294
07,16,0.041935,-119.760787
07,18,0.041935,-119.760787
07,20,0.137646,-119.86225
07,22,0.041953,-119.76078
08,00,0.041953,-119.76078
08,02,0.041953,-119.76078
08,04,0.041953,-119.76078
08,06,0.041953,-119.76078
08,08,0.041953,-119.76078
08,10,0.124083,-119.772248
08,14,0.124943,-119.776282
08,22,0.041912,-119.760812
09,00,0.041912,-119.760812
09,02,0.041912,-119.760812
09,04,0.041912,-119.760812
09,06,0.041912,-119.760812
09,22,0.05481,-119.72769
10,00,0.05481,-119.72769
10,02,0.05481,-119.72769
10,04,0.05481,-119.72769
