06,00,0.09541,-119.90024
06,02,0.09541,-119.90024
06,04,0.09541,-119.90024
06,06,0.09541,-119.90024
06,08,0.156556,-119.920111
06,10,0.156556,-119.920111
06,12,0.156556,-119.920111
06,14,0.156556,-119.920111
06,16,0.156556,-119.920111
06,18,0.097879,-119.902216
06,20,0.095456,-119.900362
06,22,0.095456,-119.900362
07,00,0.095456,-119.900362
07,02,0.095456,-119.900362
07,04,0.095456,-119.900362
07,06,0.095456,-119.900362
07,08,0.156511,-119.920206
07,10,0.156511,-119.920206
07,12,0.156511,-119.920206
07,14,0.156511,-119.920206
07,16,0.156511,-119.920206
07,18,0.111619,-119.909987
07,20,0.095528,-119.900291
07,22,0.095528,-119.900291
08,00,0.095528,-119.900291
08,02,0.095528,-119.900291
08,04,0.095528,-119.900291
08,06,0.095528,-119.900291
08,08,0.095528,-119.900291
08,10,0.095528,-119.900291
08,12,0.120833,-119.90111
08,14,0.156733,-119.920254
08,16,0.156733,-119.920254
08,18,0.095457,-119.900368
08,20,0.095457,-119.900368
08,22,0.095457,-119.900368
09,00,0.095457,-119.900368
09,02,0.095457,-119.900368
09,04,0.095457,-119.900368
09,06,0.095457,-119.900368
09,08,0.156567,-119.92014
09,10,0.156567,-119.92014
09,12,0.156567,-119.92014
09,14,0.156567,-119.92014
09,16,0.156567,-119.92014
09,18,0.095464,-119.900376
09,20,0.095464,-119.900376
09,22,0.095464,-119.900376
10,00,0.095464,-119.900376
10,02,0.095464,-119.900376
10,04,0.095464,-119.900376
10,06,0.095464,-119.900376
10,08,0.095464,-119.900376
10,10,0.095464,-119.900376
10,12,0.095464,-119.900376
10,14,0.095533,-119.900281
10,16,0.095533,-119.900281
10,18,0.095533,-119.900281
10,20,0.095533,-119.900281
10,22,0.095533,-119.900281
