06,00,0.02813,-119.84108
06,02,0.02813,-119.84108
06,04,0.02813,-119.84108
06,06,0.02813,-119.84108
06,08,0.02813,-119.84108
06,10,0.02813,-119.84108
06,12,0.102532,-119.84572
06,14,0.122821,-119.862545
06,16,0.122821,-119.862545
06,18,0.028035,-119.841116
06,20,0.028035,-119.841116
06,22,0.028035,-119.841116
07,00,0.028035,-119.841116
07,02,0.028035,-119.841116
07,04,0.028035,-119.841116
07,06,0.028035,-119.841116
07,08,0.122994,-119.862447
07,10,0.122994,-119.862447
07,12,0.122994,-119.862447
07,14,0.122994,-119.862447
07,16,0.122994,-119.862447
07,18,0.028027,-119.841113
07,20,0.028027,-119.841113
07,22,0.028027,-119.841113
08,00,0.028027,-119.841113
08,02,0.028027,-119.841113
08,04,0.028027,-119.841113
08,06,0.028027,-119.841113
08,08,0.10108,-119.84485
08,10,0.122996,-119.86245
08,12,0.122996,-119.86245
08,14,0.122996,-119.86245
08,16,0.122996,-119.86245
08,18,0.028075,-119.841216
09,06,0.028087,-119.841195
09,08,0.02784,-119.825848
09,22,0.05481,-119.72769
10,00,0.05481,-119.72769
10,02,0.05481,-119.72769
