Timestamp,Sensor-id,Value
2020-04-06 00:00:00,4,16.751
2020-04-06 00:00:05,4,11.054
2020-04-06 00:00:10,4,13.635
2020-04-06 00:00:15,4,11.294
2020-04-06 00:00:20,4,11.916
2020-04-06 00:00:25,4,13.466
2020-04-06 00:00:30,4,15.893
2020-04-06 00:00:35,4,12.481
2020-04-06 00:00:40,4,13.642
2020-04-06 00:00:45,4,13.882
2020-04-06 00:00:50,4,15.08
2020-04-06 00:00:55,4,17.81
2020-04-06 00:01:00,4,15.649
2020-04-06 00:01:05,4,18.439
2020-04-06 00:01:10,4,15.141
2020-04-06 00:01:15,4,14.382
2020-04-06 00:01:20,4,13.659
2020-04-06 00:01:25,4,15.187
2020-04-06 00:01:30,4,14.813
2020-04-06 00:01:35,4,16.378
2020-04-06 00:01:40,4,14.976
2020-04-06 00:01:45,4,13.05
2020-04-06 00:01:50,4,15.227
2020-04-06 00:01:55,4,12.617
2020-04-06 00:02:00,4,12.77
2020-04-06 00:02:05,4,13.656
2020-04-06 00:02:10,4,12.781
2020-04-06 00:02:15,4,17.538
2020-04-06 00:02:20,4,14.421
2020-04-06 00:02:25,4,13.422
2020-04-06 00:02:30,4,15.591
2020-04-06 00:02:35,4,17.194
2020-04-06 00:02:40,4,14.847
2020-04-06 00:02:45,4,13.05
2020-04-06 00:02:50,4,12.419
2020-04-06 00:02:55,4,12.444
2020-04-06 00:03:00,4,15.383
2020-04-06 00:03:05,4,14.12
2020-04-06 00:03:10,4,15.392
2020-04-06 00:03:15,4,17.707
2020-04-06 00:03:20,4,14.795
2020-04-06 00:03:25,4,10.067
2020-04-06 00:03:30,4,18.379
2020-04-06 00:03:35,4,14.098
2020-04-06 00:03:40,4,16.977
2020-04-06 00:03:45,4,10.303
2020-04-06 00:03:50,4,12.283
2020-04-06 00:03:55,4,15.667
2020-04-06 00:04:00,4,12.434
2020-04-06 00:04:05,4,12.235
2020-04-06 00:04:10,4,12.162
2020-04-06 00:04:15,4,14.522
2020-04-06 00:04:20,4,14.106
2020-04-06 00:04:25,4,14.052
2020-04-06 00:04:30,4,17.906
2020-04-06 00:04:35,4,13.273
2020-04-06 00:04:40,4,18.623
2020-04-06 00:04:45,4,14.068
2020-04-06 00:04:50,4,14.299
2020-04-06 00:04:55,4,15.537
2020-04-06 00:05:00,4,13.205
2020-04-06 00:05:05,4,13.266
2020-04-06 00:05:10,4,16.059
2020-04-06 00:05:15,4,11.453
2020-04-06 00:05:20,4,12.567
2020-04-06 00:05:25,4,14.5
2020-04-06 00:05:30,4,15.072
2020-04-06 00:05:35,4,13.511
2020-04-06 00:05:40,4,12.373
2020-04-06 00:05:45,4,13.53
2020-04-06 00:05:50,4,14.227
2020-04-06 00:05:55,4,14.536
2020-04-06 00:06:00,4,13.928
2020-04-06 00:06:05,4,13.584
2020-04-06 00:06:10,4,14.169
2020-04-06 00:06:15,4,14.221
2020-04-06 00:06:20,4,16.814
2020-04-06 00:06:25,4,15.747
2020-04-06 00:06:30,4,17.074
2020-04-06 00:06:35,4,12.231
2020-04-06 00:06:40,4,11.585
2020-04-06 00:06:45,4,11.684
2020-04-06 00:06:50,4,14.125
