Timestamp,Sensor-id,Long,Lat,Value
2020-04-06 08:03:10,26,-119.729532,0.055069,31
2020-04-06 08:03:15,26,-119.729459,0.0553,33
2020-04-06 08:03:20,26,-119.729234,0.055364,32
2020-04-06 08:03:25,26,-119.72917,0.05558,30
2020-04-06 08:03:30,26,-119.729147,0.055876,30
2020-04-06 08:03:35,26,-119.728994,0.055925,32
2020-04-06 08:03:40,26,-119.728901,0.056141,34
2020-04-06 08:03:45,26,-119.728673,0.056221,34
2020-04-06 08:03:50,26,-119.728601,0.05643,32
2020-04-06 08:03:55,26,-119.728394,0.056505,34
2020-04-06 08:04:00,26,-119.728317,0.056714,33
2020-04-06 08:04:05,26,-119.728105,0.056793,34
2020-04-06 08:04:10,26,-119.728105,0.056793,30
2020-04-06 08:04:15,26,-119.728105,0.056793,35
2020-04-06 08:04:20,26,-119.728105,0.056793,33
2020-04-06 08:04:25,26,-119.728105,0.056793,35
2020-04-06 08:04:30,26,-119.728105,0.056793,34
2020-04-06 08:04:35,26,-119.728105,0.056793,34
2020-04-06 08:04:40,26,-119.728105,0.056793,33
2020-04-06 08:04:45,26,-119.728105,0.056793,33
2020-04-06 08:04:50,26,-119.728105,0.056793,34
2020-04-06 08:04:55,26,-119.728105,0.056793,35
2020-04-06 08:05:00,26,-119.728105,0.056793,34
2020-04-06 08:05:05,26,-119.728105,0.056793,32
2020-04-06 08:05:10,26,-119.728105,0.056793,31
2020-04-06 08:05:15,26,-119.728105,0.056793,31
2020-04-06 08:05:20,26,-119.728105,0.056793,32
2020-04-06 08:05:25,26,-119.728105,0.056793,36
2020-04-06 08:05:30,26,-119.728105,0.056793,36
2020-04-06 08:05:35,26,-119.728105,0.056793,32
2020-04-06 08:05:40,26,-119.728105,0.056793,36
2020-04-06 08:05:45,26,-119.728105,0.056793,33
2020-04-06 08:05:50,26,-119.728105,0.056793,31
2020-04-06 08:05:55,26,-119.728105,0.056793,33
2020-04-06 08:06:00,26,-119.728105,0.056793,31
2020-04-06 08:06:05,26,-119.728105,0.056793,32
2020-04-06 08:06:10,26,-119.728105,0.056793,33
2020-04-06 08:06:15,26,-119.728105,0.056793,34
2020-04-06 08:06:20,26,-119.728105,0.056793,31
2020-04-06 08:06:25,26,-119.728105,0.056793,33
2020-04-06 08:06:30,26,-119.728105,0.056793,30
2020-04-06 08:06:35,26,-119.728105,0.056793,34
2020-04-06 08:06:40,26,-119.728105,0.056793,32
2020-04-06 08:06:45,26,-119.728105,0.056793,33
2020-04-06 08:06:50,26,-119.728105,0.056793,32
2020-04-06 08:06:55,26,-119.728105,0.056793,33
2020-04-06 08:07:00,26,-119.728105,0.056793,31
2020-04-06 08:07:05,26,-119.728105,0.056793,34
2020-04-06 08:07:10,26,-119.728105,0.056793,39
2020-04-06 08:07:15,26,-119.728105,0.056793,31
2020-04-06 08:07:20,26,-119.728105,0.056793,32
2020-04-06 08:07:25,26,-119.728105,0.056793,34
2020-04-06 08:07:30,26,-119.728105,0.056793,33
2020-04-06 08:07:35,26,-119.728105,0.056793,31
2020-04-06 08:07:40,26,-119.728105,0.056793,33
2020-04-06 08:07:45,26,-119.728105,0.056793,36
2020-04-06 08:07:50,26,-119.728105,0.056793,31
2020-04-06 08:07:55,26,-119.728105,0.056793,32
2020-04-06 08:08:00,26,-119.728105,0.056793,34
2020-04-06 08:08:05,26,-119.728105,0.056793,32
2020-04-06 08:08:10,26,-119.728105,0.056793,33
2020-04-06 08:08:15,26,-119.728105,0.056793,31
2020-04-06 08:08:20,26,-119.728105,0.056793,33
2020-04-06 08:08:25,26,-119.728105,0.056793,34
2020-04-06 08:08:30,26,-119.728105,0.056793,36
2020-04-06 08:08:35,26,-119.728105,0.056793,33
2020-04-06 08:08:40,26,-119.728105,0.056793,35
2020-04-06 08:08:45,26,-119.728105,0.056793,32
2020-04-06 08:08:50,26,-119.728105,0.056793,29
2020-04-06 08:08:55,26,-119.728105,0.056793,33
2020-04-06 08:09:00,26,-119.728105,0.056793,33
2020-04-06 08:09:05,26,-119.728105,0.056793,35
2020-04-06 08:09:10,26,-119.728105,0.056793,31
2020-04-06 08:09:15,26,-119.728105,0.056793,34
2020-04-06 08:09:20,26,-119.728105,0.056793,32
2020-04-06 08:09:25,26,-119.728105,0.056793,33
2020-04-06 08:09:30,26,-119.728105,0.056793,32
2020-04-06 08:09:35,26,-119.728105,0.056793,30
2020-04-06 08:09:40,26,-119.728105,0.056793,34
2020-04-06 08:09:45,26,-119.728105,0.056793,34
2020-04-06 08:09:50,26,-119.728105,0.056793,32
2020-04-06 08:09:55,26,-119.728105,0.056793,33
2020-04-06 08:10:00,26,-119.728105,0.056793,32
2020-04-06 08:10:05,26,-119.728105,0.056793,31
2020-04-06 08:10:10,26,-119.728105,0.056793,32
2020-04-06 08:10:15,26,-119.728105,0.056793,34
2020-04-06 08:10:20,26,-119.728105,0.056793,35
2020-04-06 08:10:25,26,-119.728105,0.056793,30
2020-04-06 08:10:30,26,-119.728105,0.056793,35
2020-04-06 08:10:35,26,-119.728105,0.056793,33
2020-04-06 08:10:40,26,-119.728105,0.056793,33
2020-04-06 08:10:45,26,-119.728105,0.056793,32
2020-04-06 08:10:50,26,-119.728105,0.056793,33
2020-04-06 08:10:55,26,-119.728105,0.056793,32
2020-04-06 08:11:00,26,-119.728105,0.056793,36
2020-04-06 08:11:05,26,-119.728105,0.056793,31
2020-04-06 08:11:10,26,-119.728105,0.056793,31
2020-04-06 08:11:15,26,-119.728105,0.056793,32
2020-04-06 08:11:20,26,-119.728105,0.056793,35
2020-04-06 08:11:25,26,-119.728105,0.056793,29
2020-04-06 08:11:30,26,-119.728105,0.056793,35
2020-04-06 08:11:35,26,-119.728105,0.056793,34
2020-04-06 08:11:40,26,-119.728105,0.056793,33
2020-04-06 08:11:45,26,-119.728105,0.056793,32
2020-04-06 08:11:50,26,-119.728105,0.056793,33
2020-04-06 08:11:55,26,-119.728105,0.056793,34
2020-04-06 08:12:00,26,-119.728105,0.056793,36
2020-04-06 08:12:05,26,-119.728105,0.056793,33
2020-04-06 08:12:10,26,-119.728105,0.056793,34
2020-04-06 08:12:15,26,-119.728105,0.056793,35
2020-04-06 08:12:20,26,-119.728105,0.056793,34
2020-04-06 08:12:25,26,-119.728105,0.056793,33
2020-04-06 08:12:30,26,-119.728105,0.056793,31
2020-04-06 08:12:35,26,-119.728105,0.056793,36
