Timestamp,Sensor-id,Long,Lat,Value
2020-04-06 06:19:00,17,-119.900963,0.12528,33
2020-04-06 06:37:55,38,-119.920136,0.16037,41
2020-04-06 07:02:50,36,-119.900985,0.129371,39
2020-04-06 07:26:00,50,-119.983037,0.1537,38
2020-04-06 07:26:05,50,-119.983334,0.1537,32
2020-04-06 07:26:10,50,-119.983639,0.1537,37
2020-04-06 07:26:15,50,-119.983926,0.1537,40
2020-04-06 07:26:20,50,-119.984211,0.1537,36
2020-04-06 07:26:25,50,-119.984515,0.1537,36
2020-04-06 07:26:30,50,-119.984822,0.1537,35
2020-04-06 07:26:35,50,-119.985083,0.1537,39
2020-04-06 07:26:40,50,-119.985389,0.1537,39
2020-04-06 07:26:45,50,-119.985694,0.1537,39
2020-04-06 07:26:50,50,-119.985967,0.1537,38
2020-04-06 07:26:55,50,-119.986225,0.1537,37
2020-04-06 07:27:00,50,-119.986555,0.1537,38
2020-04-06 07:27:05,50,-119.986853,0.1537,39
2020-04-06 07:27:10,50,-119.987112,0.1537,36
2020-04-06 07:27:15,50,-119.987387,0.1537,40
2020-04-06 07:27:20,50,-119.987693,0.1537,33
2020-04-06 07:27:25,50,-119.987991,0.1537,37
2020-04-06 07:27:30,50,-119.988288,0.1537,39
2020-04-06 07:27:35,50,-119.988572,0.1537,40
2020-04-06 07:27:40,50,-119.988869,0.1537,31
2020-04-06 07:27:45,50,-119.98915,0.1537,33
2020-04-06 07:27:50,50,-119.989422,0.1537,37
2020-04-06 07:27:55,50,-119.989736,0.1537,38
2020-04-06 07:28:00,50,-119.990027,0.1537,39
2020-04-06 07:28:05,50,-119.990304,0.1537,37
2020-04-06 07:28:10,50,-119.990629,0.1537,35
2020-04-06 07:28:15,50,-119.990897,0.1537,34
2020-04-06 07:28:20,50,-119.991192,0.1537,37
2020-04-06 07:28:25,50,-119.991447,0.1537,37
2020-04-06 07:28:30,50,-119.991763,0.1537,33
2020-04-06 07:28:35,50,-119.992044,0.1537,31
2020-04-06 07:28:40,50,-119.992345,0.1537,38
2020-04-06 07:28:45,50,-119.992653,0.1537,35
2020-04-06 07:28:50,50,-119.992909,0.1537,34
2020-04-06 07:28:55,50,-119.993188,0.1537,38
2020-04-06 07:29:00,50,-119.993515,0.1537,38
2020-04-06 07:29:05,50,-119.993769,0.1537,38
2020-04-06 07:29:10,50,-119.994085,0.1537,36
2020-04-06 07:29:15,50,-119.994394,0.1537,38
2020-04-06 07:29:20,50,-119.994642,0.1537,34
2020-04-06 07:29:25,50,-119.994978,0.1537,40
2020-04-06 07:29:30,50,-119.995261,0.1537,32
2020-04-06 07:29:35,50,-119.995546,0.1537,32
2020-04-06 07:29:40,50,-119.995832,0.1537,31
2020-04-06 07:29:45,50,-119.996108,0.1537,37
2020-04-06 07:29:50,50,-119.996407,0.1537,32
2020-04-06 07:29:55,50,-119.996687,0.1537,39
2020-04-06 07:30:00,50,-119.996998,0.1537,31
2020-04-06 07:30:05,50,-119.997261,0.1537,35
2020-04-06 07:30:10,50,-119.997579,0.1537,36
2020-04-06 07:30:15,50,-119.997642,0.15388,36
2020-04-06 07:30:20,50,-119.997844,0.153948,32
2020-04-06 07:30:25,50,-119.998121,0.153976,37
2020-04-06 07:30:30,50,-119.998411,0.153985,38
2020-04-06 07:30:35,50,-119.998724,0.153989,37
2020-04-06 07:30:40,50,-119.999028,0.15399,41
2020-04-06 07:30:45,50,-119.999291,0.15399,36
2020-04-06 07:30:50,50,-119.99936,0.154145,36
2020-04-06 07:30:55,50,-119.999599,0.154237,34
2020-04-06 07:31:00,50,-119.999662,0.154428,38
2020-04-06 13:00:05,49,-119.812664,0.218256,39
2020-04-06 13:00:10,49,-119.812492,0.218323,46
2020-04-06 13:00:15,49,-119.812422,0.218516,43
2020-04-06 13:00:20,49,-119.812384,0.21883,41
2020-04-06 13:00:25,49,-119.812374,0.219135,40
2020-04-06 13:00:30,49,-119.812214,0.219192,39
2020-04-06 13:00:35,49,-119.812137,0.219386,42
2020-04-06 13:00:40,49,-119.812095,0.219703,44
2020-04-06 13:00:45,49,-119.811921,0.21977,41
2020-04-06 13:00:50,49,-119.811845,0.219968,40
2020-04-06 13:00:55,49,-119.811807,0.220264,45
2020-04-06 13:01:00,49,-119.811622,0.220346,42
2020-04-06 13:01:05,49,-119.81154,0.220578,45
2020-04-06 13:01:10,49,-119.811339,0.220646,41
2020-04-06 13:01:15,49,-119.811061,0.220675,42
2020-04-06 13:01:20,49,-119.810983,0.220844,40
2020-04-06 13:01:25,49,-119.810747,0.220935,39
2020-04-06 13:01:30,49,-119.810675,0.221142,40
2020-04-06 13:01:35,49,-119.810476,0.221218,43
2020-04-06 13:01:40,49,-119.810394,0.221425,42
2020-04-06 13:01:45,49,-119.810394,0.221425,46
2020-04-06 13:01:50,49,-119.810394,0.221425,51
2020-04-06 13:01:55,49,-119.810394,0.221425,38
2020-04-06 13:02:00,49,-119.810394,0.221425,43
2020-04-06 13:02:05,49,-119.810394,0.221425,46
2020-04-06 13:02:10,49,-119.810394,0.221425,40
2020-04-06 13:02:15,49,-119.810394,0.221425,43
2020-04-06 13:02:20,49,-119.810394,0.221425,43
2020-04-06 13:02:25,49,-119.810394,0.221425,47
2020-04-06 13:02:30,49,-119.810394,0.221425,43
