Timestamp,mobile-3,mobile-4,mobile-50,mobile-5,mobile-38,mobile-12,mobile-2,mobile-23,mobile-1,mobile-44,mobile-9,mobile-7,mobile-46,mobile-47,mobile-16,mobile-19,mobile-37,mobile-11
2020-04-06 00:00:00,,,1033.0500864308856,28.0,,,,,,,,,,,,,,1028.743671664022
2020-04-06 02:00:00,,,37.0,29.0,,,,,,,,,,,,,,45.0
2020-04-06 04:00:00,,,40.0,27.0,,,,,,,,,,,,,,326.1608020698466
2020-04-06 06:00:00,,35.00025,47.0,26.0,22.0,,,,31.0,,,,,50.0,,,,45.0
2020-04-06 08:00:00,,,324.0,,,,,,37.0,,,18.0,,,,,,
2020-04-06 10:00:00,,,38.0,,,,,,32.0,,,18.0,,,,,,
2020-04-06 12:00:00,40.798,,46.0,,,,,,35.0,,,18.0,,,,,,
2020-04-06 14:00:00,,,43.0,,,,,,34.0,,,20.0,,,,,,
2020-04-06 16:00:00,35.79,,715.4174067858113,,16.0,,,,33.0,,,17.0,,48.0,,,,46.0
2020-04-06 18:00:00,,,433.972190089642,,,,,,,,,,,,,,,46.0
2020-04-06 20:00:00,,,39.0,,,,,,,,,,,,,,,44.0
2020-04-06 22:00:00,,,37.0,,,,,,,,,,,,,,,46.0
2020-04-07 00:00:00,,,41.0,,,,,,,,,,,,,,,46.0
2020-04-07 02:00:00,,,38.0,,,,,,,,,,,,,,,45.0
2020-04-07 04:00:00,,,39.0,,,,,,,,,,,,,,,47.0
2020-04-07 06:00:00,39.208,46.95235,37.0,,,,17.0,,37.0,,,,,49.0,50.0,,,45.0
2020-04-07 08:00:00,42.104,,39.0,,,,,,37.0,,,,,,,,,44.0
2020-04-07 10:00:00,,,40.0,,,19.0,,,37.0,,,,,,45.0,,,46.0
2020-04-07 12:00:00,,,39.0,,,23.0,18.0,,94.28125480043171,,,17.0,,,,48.0,,44.0
2020-04-07 14:00:00,,,1136.4424118373481,,,,,,35.0,,,18.0,,,46.0,,,
2020-04-07 16:00:00,36.015,,1122.0705355771975,,20.0,,,,32.0,,,17.0,,47.0,47.0,,,43.0
2020-04-07 18:00:00,,,38.0,,,,,,,,,,,,,,,45.0
2020-04-07 20:00:00,,,38.0,27.0,,,,,,,,,,,,,,47.0
2020-04-07 22:00:00,,,37.0,27.0,,,,,,,,,,,,,,45.0
2020-04-08 00:00:00,,,39.0,25.0,,,,,,,,,,,,,,46.0
2020-04-08 02:00:00,,,714.4517025400054,26.0,,,,,,,,,,,,,,46.0
2020-04-08 04:00:00,,,38.0,619.5613279407332,,,,,,,,,,,,,,529.7269970431701
2020-04-08 06:00:00,,46.9447,39.0,28.0,,19.0,,,32.0,,,,,1140.1778470593486,,,,934.1074141602928
2020-04-08 08:00:00,50.892,,37.0,,,,,,762.2573640336151,,,,,,,,,46.04703650365862
2020-04-08 10:00:00,,,362.3999500230997,,,,,,33.73197458511826,,,,,,,,37.0,1240.5944651092384
2020-04-08 12:00:00,,,36.92566690703652,,24.87411058750216,,,,416.2158190890126,27.26204080441075,,,,,,,37.0,41.01329811193975
2020-04-08 14:00:00,,,953.5272789755296,,,,,,35.44661326923212,,,15.0,,,,,,
2020-04-08 16:00:00,36.372,,2244.825660161624,,17.250318558016055,,,,30.97626196359335,,,15.0,,46.87869930368698,,,,45.359590834700974
2020-04-08 18:00:00,,,393.8585160986982,,,,,,,,,,,,,,,49.336202862572854
2020-04-08 20:00:00,,,28.751356670201968,,,,,,,,,,,,,,,47.701624589970024
2020-04-08 22:00:00,,,850.7573442160422,,,,,,,,,,,,,,,851.7959339808298
2020-04-09 00:00:00,,,710.3592134117599,,,,,,,,,,,,,,,47.505691420290155
2020-04-09 02:00:00,,,925.9184128292684,,,,,,,,,,,,,,,51.06001677007015
2020-04-09 04:00:00,,,29.556711388080416,,,,,,,,,,,,,,,49.108904694383014
2020-04-09 06:00:00,,,155.33497604320038,,,,,,,,,,,55.48399337431412,,,,50.15027989231904
2020-04-09 08:00:00,,,30.321602356017426,,,,,,,,,,,,,,,787.2621178852693
2020-04-09 10:00:00,,,1042.983652541563,,,,,,,,,,,,,,,621.8625876554797
2020-04-09 12:00:00,,,395.314356522171,,,,,,,,,,,,,,,743.3566700441415
2020-04-09 14:00:00,,,731.3207562458558,,,,,,,,,,,,,,,294.19772200506225
2020-04-09 16:00:00,,,515.6672760726577,,,,,,,,39.67145625280168,,,55.527530030236996,,,,565.0308852903476
2020-04-09 18:00:00,,,601.3890003143447,,,,,,,,47.147957464858386,,,,,,,427.3099944400946
2020-04-09 20:00:00,,61.80241975551584,580.4059082883925,,,,,,,,,,,,,,,512.1990712281802
2020-04-09 22:00:00,,,664.4199503214779,,,,,,,,,,,,,,,632.5468119655446
2020-04-10 00:00:00,,,504.21977104407364,,,,,,,,,,,,,,,628.7224146619135
2020-04-10 02:00:00,,,953.2060034305459,,,,,,,,,,,,,,,563.1702370841947
2020-04-10 04:00:00,,,406.17711088384186,,,,,,,,,,,,,,,459.79526533997523
2020-04-10 06:00:00,,,1193.1695416441944,,,,,,,,,,,51.20527907999392,,,,706.3889632615335
2020-04-10 08:00:00,,,38.94098505379054,,,,,,,,,,,,,,,419.75292086776983
2020-04-10 10:00:00,,,741.8232160388112,,,,,,,,,,,,,,,469.3212851978569
2020-04-10 12:00:00,,,532.809706433525,,,,,,,,,,,,,,,60.80395610985304
2020-04-10 14:00:00,,,604.3714272014969,,,,,,,,,,,,,,,439.262569423263
2020-04-10 16:00:00,,,40.31868001782807,,,,,,,,,,63.06570699774507,58.616400928776386,,,,585.1346619817892
2020-04-10 18:00:00,,,657.5506591185917,,,,,,,,,,560.1342823264753,,,,,410.37080426874513
2020-04-10 20:00:00,,,905.9092782338547,,,,,,,,,,63.72716143089099,,,,,65.71329484068245
2020-04-10 22:00:00,,,47.369779380694396,,43.438416321989614,,,35.6787534154207,,,,,,,,,,629.5415361589435
2020-04-11 00:00:00,,,,,,,,,,,,,,,,,,
