Timestamp,16,16flag,17,17flag,18,18flag,36,36flag,15,15flag,47,47flag,7,7flag,25,25flag,27,27flag,2,2flag,50,50flag,1,1flag,41,41flag,9,9flag,24,24flag,44,44flag,4,4flag,static-6
2020-04-06 00:00:00,,0,,0,,0,,0,,0,,0,26.0,0,54.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,19.984
2020-04-06 02:00:00,,0,,0,,0,,0,,0,,0,27.0,0,52.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,19.971
2020-04-06 04:00:00,,0,,0,,0,,0,,0,,0,28.0,0,51.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,19.98
2020-04-06 06:00:00,,0,,0,,0,,0,,0,26.0,0,27.0,0,48.0,0,72.84392628113426,0,,0,,0,,0,52.0,0,,0,,0,,0,,0,19.887
2020-04-06 08:00:00,,0,,0,,0,,0,,0,28.0,0,,0,,0,344.05541828534035,1,,0,,0,,0,52.0,0,,0,,0,,0,,0,19.979
2020-04-06 10:00:00,,0,,0,,0,,0,,0,27.0,0,,0,,0,94.42731184591482,0,,0,,0,,0,54.0,0,,0,,0,44.0,0,,0,19.965
2020-04-06 12:00:00,,0,,0,,0,,0,,0,380.1657146385123,1,,0,,0,89.0314654547197,0,,0,,0,,0,50.0,0,,0,,0,48.0,0,,0,19.984
2020-04-06 14:00:00,,0,,0,,0,16.0,0,,0,29.0,0,,0,,0,86.3335422591221,0,,0,,0,,0,52.0,0,,0,,0,,0,,0,19.871
2020-04-06 16:00:00,39.834,0,39.2861,0,,0,,0,,0,27.0,0,28.0,0,52.0,0,75.54184947673184,0,,0,32.0,0,36.0,0,49.0,0,,0,,0,47.0,0,40.0,0,19.988
2020-04-06 18:00:00,,0,,0,,0,,0,,0,,0,28.0,0,56.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,19.988
2020-04-06 20:00:00,,0,,0,,0,,0,,0,,0,28.0,0,54.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,19.95
2020-04-06 22:00:00,,0,,0,,0,,0,,0,,0,814.1572854546721,1,56.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,19.918
2020-04-07 00:00:00,,0,,0,,0,,0,,0,,0,27.0,0,52.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,19.991
2020-04-07 02:00:00,,0,,0,,0,,0,,0,,0,26.0,0,51.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,19.963
2020-04-07 04:00:00,,0,,0,,0,,0,,0,,0,29.0,0,52.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,522.477
2020-04-07 06:00:00,,0,,0,,0,,0,,0,,0,27.0,0,49.0,0,,0,,0,,0,,0,51.0,0,,0,,0,,0,,0,19.995
2020-04-07 08:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,51.0,0,,0,,0,49.0,0,,0,19.959
2020-04-07 10:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,51.0,0,,0,,0,45.0,0,,0,19.886
2020-04-07 12:00:00,,0,,0,,0,,0,,0,25.0,0,,0,,0,79.85180166243659,0,,0,,0,,0,53.0,0,,0,,0,,0,,0,19.992
2020-04-07 14:00:00,,0,,0,,0,,0,,0,26.0,0,,0,,0,1182.7502164947068,1,,0,,0,,0,51.0,0,,0,,0,,0,,0,19.974
2020-04-07 16:00:00,36.089,0,44.3586,0,,0,,0,,0,25.0,0,30.0,0,54.0,0,91.79838202314379,0,,0,36.0,0,35.8,0,50.0,0,40.0,0,,0,46.0,0,40.0,0,19.984
2020-04-07 18:00:00,,0,,0,,0,,0,,0,,0,29.0,0,52.0,0,,0,,0,,0,,0,,0,41.0,0,,0,,0,,0,19.99
2020-04-07 20:00:00,,0,,0,,0,,0,,0,,0,29.0,0,56.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,19.965999999999998
2020-04-07 22:00:00,,0,,0,,0,,0,,0,,0,27.0,0,53.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,19.996
2020-04-08 00:00:00,,0,,0,,0,,0,,0,,0,27.0,0,54.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,19.912
2020-04-08 02:00:00,,0,,0,,0,,0,,0,,0,26.0,0,54.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,19.998
2020-04-08 04:00:00,,0,,0,,0,,0,,0,,0,28.0,0,50.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,19.965999999999998
2020-04-08 06:00:00,,0,,0,,0,,0,18.0,0,,0,28.0,0,53.0,0,80.9594282765042,0,,0,,0,,0,50.0,0,,0,,0,,0,,0,19.999000000000002
2020-04-08 08:00:00,,0,,0,,0,,0,19.24706904403645,0,27.0,0,28.0,0,,0,1098.606619726565,1,,0,,0,,0,50.0,0,,0,,0,,0,,0,20.014
2020-04-08 10:00:00,,0,52.334578794014064,0,,0,,0,18.922860727609137,0,500.2555859619648,1,26.393041947195268,0,,0,80.42820741452783,0,,0,,0,,0,51.63253579912241,0,,0,,0,,0,,0,20.326
2020-04-08 12:00:00,,0,,0,,0,,0,19.09279166750416,0,25.151389658857127,0,19.96661602113956,0,,0,84.48543594243499,0,,0,35.518895257559116,0,,0,51.03703435497233,0,,0,,0,37.0,0,,0,20.455
2020-04-08 14:00:00,,0,,0,,0,,0,,0,28.60698045727152,0,,0,,0,1178.039088568558,1,,0,38.658219297326056,0,,0,918.9355848863844,1,,0,,0,,0,,0,471.874
2020-04-08 16:00:00,36.372,0,,0,,0,,0,,0,26.436472990441136,0,27.267974330164023,0,51.11454449146003,0,74.04126255285753,0,31.84456003307652,0,34.74121997745728,0,41.32101196452779,0,50.25175422894048,0,44.557203388826466,0,,0,37.0,0,44.0975382186212,0,21.28
2020-04-08 18:00:00,,0,,0,,0,,0,,0,,0,28.032879661942324,0,326.94407117358827,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,21.47
2020-04-08 20:00:00,,0,,0,,0,,0,,0,,0,29.08540582992195,0,51.13393110972535,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,22.057
2020-04-08 22:00:00,,0,,0,,0,,0,,0,,0,33.662742788347174,0,489.1122891375698,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,22.24
2020-04-09 00:00:00,,0,,0,,0,,0,,0,,0,675.4989111560783,1,55.60731527066905,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,23.076999999999998
2020-04-09 02:00:00,,0,,0,,0,,0,,0,,0,33.572565374292004,0,870.3294432829454,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,23.715
2020-04-09 04:00:00,,0,,0,,0,,0,,0,,0,31.394736555255562,0,58.05111213680421,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,24.522
2020-04-09 06:00:00,,0,,0,,0,,0,,0,,0,29.88434847422061,0,59.68268674001588,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,24.697
2020-04-09 08:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,26.726
2020-04-09 10:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,26.101
2020-04-09 12:00:00,,0,,0,,0,,0,,0,,0,,0,,0,80.68126521475838,0,,0,,0,,0,,0,,0,,0,,0,,0,29.594
2020-04-09 14:00:00,,0,,0,,0,,0,,0,,0,,0,,0,401.5235647004455,1,,0,,0,,0,,0,,0,63.68025715178218,0,,0,,0,704.8910000000001
2020-04-09 16:00:00,,0,,0,,0,,0,,0,,0,33.43923377091625,0,62.86816052803218,0,85.42468072942309,0,,0,,0,,0,,0,,0,58.723449394318436,0,,0,,0,136.75
2020-04-09 18:00:00,,0,,0,,0,,0,,0,,0,1002.266890496139,1,416.79570118747927,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,722.304
2020-04-09 20:00:00,,0,132.09697774364514,0,,0,,0,,0,,0,430.9829425926033,1,94.1627763879107,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,454.211
2020-04-09 22:00:00,,0,,0,,0,,0,,0,,0,39.53232819095079,0,454.01604625055427,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,607.058
2020-04-10 00:00:00,,0,,0,,0,,0,,0,,0,577.1496134277926,1,64.4812360550644,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,29.487
2020-04-10 02:00:00,,0,,0,,0,,0,,0,,0,382.147870278079,1,239.1227205203816,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,688.5939999999999
2020-04-10 04:00:00,,0,,0,,0,,0,,0,,0,738.2513959435257,1,442.046494470038,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,578.572
2020-04-10 06:00:00,,0,,0,,0,,0,,0,,0,82.48691700170345,0,65.2110767660289,0,,0,,0,,0,,0,,0,,0,668.7001956023292,1,,0,,0,533.319
2020-04-10 08:00:00,,0,,0,,0,,0,,0,,0,307.91551084428687,1,438.71106218085504,1,,0,,0,,0,,0,,0,,0,64.46396086415766,0,,0,,0,608.109
2020-04-10 10:00:00,,0,,0,,0,,0,,0,,0,43.935770268725605,0,615.5159439543041,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,685.914
2020-04-10 12:00:00,,0,,0,40.503087118957744,0,,0,,0,,0,403.1308526922323,1,63.65496341306492,0,90.90945590470949,0,,0,,0,,0,,0,,0,,0,,0,,0,485.18
2020-04-10 14:00:00,,0,,0,,0,,0,,0,,0,39.35559496572638,0,709.6450854239982,1,87.12259542605742,0,,0,,0,,0,,0,,0,,0,,0,,0,432.536
2020-04-10 16:00:00,,0,,0,,0,,0,,0,,0,605.8828857035412,1,1121.227681604357,1,817.6769342405806,1,,0,,0,,0,,0,,0,,0,,0,,0,713.566
2020-04-10 18:00:00,,0,,0,,0,,0,,0,,0,46.51685043445279,0,64.17697978279415,0,,0,,0,,0,,0,,0,65.22085558131458,0,,0,,0,,0,568.679
2020-04-10 20:00:00,,0,,0,,0,,0,,0,,0,845.2518292288458,1,777.8985777365649,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,881.22
2020-04-10 22:00:00,,0,,0,,0,,0,,0,,0,44.06046078310326,0,763.5740107590252,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,862.3839999999999
