Timestamp,22,22flag,27,27flag,23,23flag,21,21flag,30,30flag,26,26flag,20,20flag,29,29flag,28,28flag,14,14flag,24,24flag,25,25flag
2020-04-06 00:00:00,35.0,0,39.0,0,18.0,0,64.0,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-06 02:00:00,35.0,0,36.6,0,20.0,0,64.0,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-06 04:00:00,39.0,0,33.6,0,1024.6002444178207,1,68.0,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-06 06:00:00,1422.7780516908838,1,38.4,0,18.0,0,60.0,0,22.0,0,36.0,0,,0,,0,,0,,0,,0,,0
2020-04-06 08:00:00,1394.7178186371348,1,37.2,0,,0,,0,22.0,0,37.0,0,71.676,0,,0,,0,,0,,0,,0
2020-04-06 10:00:00,31.0,0,36.0,0,,0,,0,22.0,0,,0,72.718,0,,0,,0,,0,,0,,0
2020-04-06 12:00:00,,0,36.6,0,,0,,0,22.0,0,,0,71.789,0,17.0,0,,0,,0,,0,,0
2020-04-06 14:00:00,,0,,0,,0,,0,22.0,0,,0,73.093,0,,0,,0,,0,,0,,0
2020-04-06 16:00:00,990.3795710665613,1,32.8,0,16.0,0,54.0,0,21.0,0,39.0,0,67.009,0,18.0,0,,0,,0,,0,,0
2020-04-06 18:00:00,953.9183640206157,1,40.0,0,17.0,0,58.0,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-06 20:00:00,36.0,0,36.2,0,19.0,0,64.0,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-06 22:00:00,34.0,0,41.6,0,19.0,0,64.0,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-07 00:00:00,39.0,0,38.6,0,18.0,0,62.0,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-07 02:00:00,31.0,0,38.6,0,18.0,0,466.0,1,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-07 04:00:00,32.0,0,37.4,0,18.0,0,64.0,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-07 06:00:00,34.0,0,39.2,0,18.0,0,64.0,0,,0,37.0,0,64.297,0,17.0,0,,0,,0,,0,,0
2020-04-07 08:00:00,32.0,0,43.2,0,18.0,0,,0,,0,,0,781.5685900140422,1,,0,,0,,0,,0,,0
2020-04-07 10:00:00,30.0,0,40.2,0,945.5791259801587,1,,0,,0,,0,68.369,0,,0,,0,,0,,0,,0
2020-04-07 12:00:00,,0,38.2,0,17.0,0,,0,21.0,0,,0,63.912000000000006,0,,0,,0,,0,,0,,0
2020-04-07 14:00:00,25.0,0,,0,,0,,0,22.0,0,,0,67.4,0,,0,,0,,0,,0,,0
2020-04-07 16:00:00,33.0,0,36.6,0,18.0,0,58.0,0,21.0,0,37.0,0,66.789,0,19.0,0,19.0,0,,0,,0,,0
2020-04-07 18:00:00,815.1185137363225,1,40.6,0,20.0,0,62.0,0,,0,,0,,0,,0,20.0,0,,0,,0,,0
2020-04-07 20:00:00,32.0,0,770.4160098621998,1,20.0,0,68.0,0,,0,,0,,0,,0,19.0,0,,0,,0,,0
2020-04-07 22:00:00,35.0,0,39.0,0,18.0,0,62.0,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-08 00:00:00,32.0,0,40.0,0,1288.3703702937978,1,60.0,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-08 02:00:00,34.0,0,38.6,0,18.0,0,66.0,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-08 04:00:00,34.0,0,36.6,0,18.0,0,72.0,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-08 06:00:00,32.0,0,39.2,0,837.2769992896007,1,56.0,0,,0,,0,68.988,0,19.0,0,,0,,0,,0,,0
2020-04-08 08:00:00,589.9009749125548,1,,0,17.0,0,,0,,0,36.0,0,74.05626233280289,0,,0,,0,,0,,0,,0
2020-04-08 10:00:00,,0,,0,15.0,0,,0,,0,,0,759.4412569722748,1,,0,,0,,0,,0,,0
2020-04-08 12:00:00,,0,,0,15.0,0,,0,23.119071424486393,0,,0,72.31723927071293,0,,0,,0,,0,,0,,0
2020-04-08 14:00:00,,0,,0,,0,,0,828.6214390989875,1,,0,767.1580602104457,1,,0,,0,,0,,0,,0
2020-04-08 16:00:00,31.07992923382817,0,,0,,0,40.99872108923674,0,727.8371756017978,1,35.0,0,522.9689987466012,1,20.32701137491564,0,,0,,0,,0,,0
2020-04-08 18:00:00,474.1125719256229,1,39.36627457558043,0,15.0,0,61.73102013730522,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-08 20:00:00,386.5972395630017,1,361.6145913914486,1,15.0,0,60.2246126069435,0,,0,,0,,0,,0,,0,25.6302243014118,0,,0,,0
2020-04-08 22:00:00,35.37000652638502,0,819.874751558727,1,15.0,0,70.71604935722277,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-09 00:00:00,898.6890540220837,1,41.921938057712616,0,15.0,0,67.04076247505708,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-09 02:00:00,38.76168558714581,0,1021.805622557368,1,15.0,0,845.8268261939253,1,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-09 04:00:00,38.84504490072924,0,44.20209520379769,0,15.0,0,463.90812062418854,1,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-09 06:00:00,53.50020765918821,0,988.1192430730054,1,15.0,0,1044.0364607501783,1,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-09 08:00:00,,0,866.2939176015069,1,15.0,0,,0,,0,,0,,0,,0,598.2321258598419,1,,0,105.66652186830412,0,42.2162331917576,0
2020-04-09 10:00:00,,0,,0,15.0,0,,0,,0,,0,,0,,0,94.43198376907421,0,,0,,0,111.92795289606636,0
2020-04-09 12:00:00,,0,,0,15.0,0,,0,,0,,0,65.97282841463316,0,,0,,0,,0,,0,,0
2020-04-09 14:00:00,,0,,0,15.0,0,,0,,0,,0,635.9330952388576,1,,0,,0,,0,,0,,0
2020-04-09 16:00:00,,0,,0,15.0,0,,0,,0,,0,218.8837882864121,1,,0,,0,,0,,0,,0
2020-04-09 18:00:00,,0,,0,15.0,0,,0,,0,,0,724.3158102378208,1,,0,,0,,0,,0,,0
2020-04-09 20:00:00,,0,,0,15.0,0,,0,,0,,0,219.8511628295304,1,,0,,0,,0,,0,,0
2020-04-09 22:00:00,,0,,0,15.0,0,,0,,0,,0,213.66318456475904,1,,0,,0,,0,,0,,0
2020-04-10 00:00:00,,0,,0,15.0,0,,0,,0,,0,227.9679843550761,1,,0,,0,,0,,0,,0
2020-04-10 02:00:00,,0,,0,15.0,0,,0,,0,,0,226.1363181957025,1,,0,,0,,0,,0,,0
2020-04-10 04:00:00,,0,,0,15.0,0,,0,,0,,0,1067.6384581933569,1,,0,,0,,0,,0,,0
2020-04-10 06:00:00,,0,,0,15.0,0,,0,,0,,0,880.4512739859216,1,,0,,0,,0,,0,,0
2020-04-10 08:00:00,,0,,0,15.0,0,,0,,0,,0,614.7683150722505,1,,0,,0,,0,,0,,0
2020-04-10 10:00:00,,0,,0,15.0,0,,0,,0,,0,229.68976449066986,1,,0,,0,,0,,0,,0
2020-04-10 12:00:00,,0,,0,15.0,0,,0,,0,,0,960.7002629874963,1,,0,,0,,0,,0,,0
2020-04-10 14:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-10 16:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-10 18:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-10 20:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
2020-04-10 22:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
