Timestamp,Sensor-id,Value
2020-04-06 00:00:00,30,0
2020-04-06 00:00:00,31,0
2020-04-06 00:00:00,32,0
2020-04-06 00:00:05,31,16
2020-04-06 00:00:05,30,18
2020-04-06 00:00:05,32,28
2020-04-06 00:00:10,30,13
2020-04-06 00:00:10,32,30
2020-04-06 00:00:10,31,19
2020-04-06 00:00:15,30,16
2020-04-06 00:00:15,32,32
2020-04-06 00:00:15,31,15
2020-04-06 00:00:20,31,16
2020-04-06 00:00:20,32,31
2020-04-06 00:00:20,30,17
2020-04-06 00:00:25,32,37
2020-04-06 00:00:25,31,16
2020-04-06 00:00:25,30,16
2020-04-06 00:00:30,32,29
2020-04-06 00:00:30,30,15
2020-04-06 00:00:30,31,10
2020-04-06 00:00:35,31,14
2020-04-06 00:00:35,30,14
2020-04-06 00:00:35,32,29
2020-04-06 00:00:40,32,28
2020-04-06 00:00:40,30,18
2020-04-06 00:00:40,31,15
2020-04-06 00:00:45,30,16
2020-04-06 00:00:45,31,14
2020-04-06 00:00:45,32,29
2020-04-06 00:00:50,32,33
2020-04-06 00:00:50,30,13
2020-04-06 00:00:50,31,16
2020-04-06 00:00:55,31,17
2020-04-06 00:00:55,32,28
2020-04-06 00:00:55,30,16
2020-04-06 00:01:00,32,33
2020-04-06 00:01:00,30,16
2020-04-06 00:01:00,31,16
2020-04-06 00:01:05,30,17
2020-04-06 00:01:05,31,13
2020-04-06 00:01:05,32,32
2020-04-06 00:01:10,32,29
2020-04-06 00:01:10,30,14
2020-04-06 00:01:10,31,14
2020-04-06 00:01:15,30,17
2020-04-06 00:01:15,32,28
2020-04-06 00:01:15,31,16
2020-04-06 00:01:20,30,16
2020-04-06 00:01:20,31,19
2020-04-06 00:01:20,32,27
2020-04-06 00:01:25,31,18
2020-04-06 00:01:25,32,27
2020-04-06 00:01:25,30,15
2020-04-06 00:01:30,31,14
2020-04-06 00:01:30,32,30
2020-04-06 00:01:30,30,16
2020-04-06 00:01:35,30,15
2020-04-06 00:01:35,32,29
2020-04-06 00:01:35,31,15
2020-04-06 00:01:40,32,30
2020-04-06 00:01:40,31,14
2020-04-06 00:01:40,30,16
2020-04-06 00:01:45,31,16
2020-04-06 00:01:45,30,14
2020-04-06 00:01:45,32,30
2020-04-06 00:01:50,30,14
2020-04-06 00:01:50,31,15
2020-04-06 00:01:50,32,33
2020-04-06 00:01:55,32,29
2020-04-06 00:01:55,30,14
2020-04-06 00:01:55,31,15
2020-04-06 00:02:00,30,15
2020-04-06 00:02:00,32,29
2020-04-06 00:02:00,31,14
2020-04-06 00:02:05,32,30
2020-04-06 00:02:05,30,16
2020-04-06 00:02:05,31,16
2020-04-06 00:02:10,32,29
2020-04-06 00:02:10,30,15
2020-04-06 00:02:10,31,15
2020-04-06 00:02:15,32,27
2020-04-06 00:02:15,30,17
2020-04-06 00:02:15,31,16
2020-04-06 00:02:20,31,14
2020-04-06 00:02:20,32,24
2020-04-06 00:02:20,30,15
2020-04-06 00:02:25,31,18
2020-04-06 00:02:25,30,13
2020-04-06 00:02:25,32,24
2020-04-06 00:02:30,30,15
2020-04-06 00:02:30,31,16
2020-04-06 00:02:30,32,28
2020-04-06 00:02:35,32,31
2020-04-06 00:02:35,31,15
2020-04-06 00:02:35,30,16
2020-04-06 00:02:40,32,29
2020-04-06 00:02:40,30,16
2020-04-06 00:02:40,31,16
2020-04-06 00:02:45,31,17
2020-04-06 00:02:45,30,13
2020-04-06 00:02:45,32,30
2020-04-06 00:02:50,32,27
2020-04-06 00:02:50,31,17
2020-04-06 00:02:50,30,16
2020-04-06 00:02:55,32,30
2020-04-06 00:02:55,30,14
2020-04-06 00:02:55,31,17
2020-04-06 00:03:00,30,17
2020-04-06 00:03:00,31,19
2020-04-06 00:03:00,32,28
2020-04-06 00:03:05,30,15
2020-04-06 00:03:05,32,31
2020-04-06 00:03:05,31,16
2020-04-06 00:03:10,31,17
2020-04-06 00:03:10,32,29
2020-04-06 00:03:10,30,16
2020-04-06 00:03:15,32,34
2020-04-06 00:03:15,31,15
2020-04-06 00:03:15,30,17
2020-04-06 00:03:20,31,20
2020-04-06 00:03:20,32,31
2020-04-06 00:03:20,30,17
2020-04-06 00:03:25,30,12
2020-04-06 00:03:25,32,30
2020-04-06 00:03:25,31,18
2020-04-06 00:03:30,31,14
2020-04-06 00:03:30,32,30
2020-04-06 00:03:30,30,14
2020-04-06 00:03:35,31,16
2020-04-06 00:03:35,32,34
2020-04-06 00:03:35,30,14
2020-04-06 00:03:40,31,15
2020-04-06 00:03:40,32,28
2020-04-06 00:03:40,30,16
2020-04-06 00:03:45,32,35
2020-04-06 00:03:45,30,19
2020-04-06 00:03:45,31,16
2020-04-06 00:03:50,30,14
2020-04-06 00:03:50,32,28
2020-04-06 00:03:50,31,15
2020-04-06 00:03:55,32,28
2020-04-06 00:03:55,30,14
2020-04-06 00:03:55,31,13
2020-04-06 00:04:00,30,15
2020-04-06 00:04:00,32,27
2020-04-06 00:04:00,31,14
2020-04-06 00:04:05,30,15
2020-04-06 00:04:05,31,15
2020-04-06 00:04:05,32,30
2020-04-06 00:04:10,31,15
2020-04-06 00:04:10,30,16
2020-04-06 00:04:10,32,30
2020-04-06 00:04:15,32,28
2020-04-06 00:04:15,31,14
2020-04-06 00:04:15,30,14
2020-04-06 00:04:20,31,19
2020-04-06 00:04:20,32,33
2020-04-06 00:04:20,30,19
2020-04-06 00:04:25,31,14
2020-04-06 00:04:25,32,33
2020-04-06 00:04:25,30,16
2020-04-06 00:04:30,32,34
2020-04-06 00:04:30,30,15
2020-04-06 00:04:30,31,17
2020-04-06 00:04:35,32,32
2020-04-06 00:04:35,30,15
2020-04-06 00:04:35,31,14
2020-04-06 00:04:40,30,15
2020-04-06 00:04:40,32,32
2020-04-06 00:04:40,31,17
